# wavelengths_cm Transit_radius_cm depth_ppm
2.401003729429865329e-05 5.893798193463367224e+08 5.569793090415741688e+01
2.425159145710702754e-05 5.893638489212828875e+08 5.542329580190271088e+01
2.449557578746801967e-05 5.893477877772952318e+08 5.514710815869504046e+01
2.474201473420199862e-05 5.893316380351114273e+08 5.486940456880919470e+01
2.499093299209791290e-05 5.893154018275076151e+08 5.459022183022180030e+01
2.524235550438780587e-05 5.892990813059489727e+08 5.430959705888257361e+01
2.549630746524632525e-05 5.892826786450411081e+08 5.402756776514304704e+01
2.575281432231543360e-05 5.892661960413086414e+08 5.374417183266063347e+01
2.601190177925428239e-05 5.892496357112712860e+08 5.345944748520899026e+01
2.627359579831492061e-05 5.892329998857731819e+08 5.317343318909001226e+01
2.653792260294403102e-05 5.892162908013834953e+08 5.288616750520439069e+01
2.680490868041047719e-05 5.891995106926066875e+08 5.259768895507995978e+01
2.707458078445958621e-05 5.891826617811926603e+08 5.230803583705050386e+01
2.734696593799414019e-05 5.891657462664477825e+08 5.201724605969544513e+01
2.762209143578209998e-05 5.891487663152869940e+08 5.172535697083685591e+01
2.789998484719177619e-05 5.891317240527752638e+08 5.143240519499892827e+01
2.818067401895454918e-05 5.891146215537815094e+08 5.113842649000571328e+01
2.846418707795512766e-05 5.890974608352748156e+08 5.084345561465432439e+01
2.875055243405012201e-05 5.890802438493117094e+08 5.054752620829275145e+01
2.903979878291497284e-05 5.890629724780139923e+08 5.025067070462891650e+01
2.933195510891937032e-05 5.890456485279811621e+08 4.995292023583983365e+01
2.962705068803162854e-05 5.890282737268847227e+08 4.965430457421178545e+01
2.992511509075238411e-05 5.890108497202838659e+08 4.935485207757211867e+01
3.022617818507783929e-05 5.889933780694830418e+08 4.905458965267078497e+01
3.053027013949255637e-05 5.889758602497831583e+08 4.875354272531042454e+01
3.083742142599260979e-05 5.889582976497964859e+08 4.845173522877460215e+01
3.114766282313919407e-05 5.889406915717004538e+08 4.814918960839058570e+01
3.146102541914264371e-05 5.889230432315382957e+08 4.784592682690352916e+01
3.177754061497776273e-05 5.889053537609173059e+08 4.754196639386225343e+01
3.209724012753050468e-05 5.888876242093423605e+08 4.723732640591580179e+01
3.242015599277600635e-05 5.888698555465172529e+08 4.693202358655461381e+01
3.274632056898893072e-05 5.888520486663800478e+08 4.662607335564268141e+01
3.307576653998604464e-05 5.888342043911024332e+08 4.631948989830971186e+01
3.340852691840115988e-05 5.888163234755386114e+08 4.601228624156564706e+01
3.374463504899331183e-05 5.887984066128017902e+08 4.570447435027164573e+01
3.408412461198826376e-05 5.887804544393680096e+08 4.539606521496914837e+01
3.442702962645320810e-05 5.887624675410864353e+08 4.508706895527161151e+01
3.477338445370585718e-05 5.887444464591147900e+08 4.477749492195411563e+01
3.512322380075770674e-05 5.887263916956347227e+08 4.446735179523915349e+01
3.547658272379187186e-05 5.887083037196847200e+08 4.415664768508668914e+01
3.583349663167583425e-05 5.886901829730063677e+08 4.384539023169686800e+01
3.619400128950973780e-05 5.886720298748486042e+08 4.353358668809401166e+01
3.655813282221040183e-05 5.886538448270366192e+08 4.322124400724679560e+01
3.692592771813101813e-05 5.886356282177946568e+08 4.290836890776314760e+01
3.729742283271766343e-05 5.886173804255015850e+08 4.259496793842435380e+01
3.767265539220255281e-05 5.885991018216297626e+08 4.228104752868232197e+01
3.805166299733413562e-05 5.885807927724375725e+08 4.196661401773378941e+01
3.843448362714504361e-05 5.885624536406720877e+08 4.165167368378034496e+01
3.882115564275795226e-05 5.885440847860510349e+08 4.133623275230274885e+01
3.921171779122938246e-05 5.885256865650810003e+08 4.102029739294933108e+01
3.960620920943250624e-05 5.885072593302778006e+08 4.070387370615011946e+01
4.000466942797909913e-05 5.884888034286434650e+08 4.038696769697961741e+01
4.040713837518044910e-05 5.884703191997156143e+08 4.006958524166999780e+01
4.081365638104859797e-05 5.884518069729307890e+08 3.975173204235775160e+01
4.122426418133777953e-05 5.884332670647840500e+08 3.943341357834589189e+01
4.163900292162616286e-05 5.884146997754383087e+08 3.911463504792107670e+01
4.205791416143903934e-05 5.883961053853058815e+08 3.879540130970556078e+01
4.248103987841343970e-05 5.883774841515176296e+08 3.847571682209606792e+01
4.290842247250446577e-05 5.883588363040807247e+08 3.815558557735970879e+01
4.334010477023398061e-05 5.883401620424015522e+08 3.783501104202660059e+01
4.377613002898218564e-05 5.883214615316159725e+08 3.751399609396833057e+01
4.421654194132238294e-05 5.883027348994494677e+08 3.719254296859428877e+01
4.466138463939907166e-05 5.882839822330816984e+08 3.687065320514036415e+01
4.511070269935035451e-05 5.882652035764788389e+08 3.654832760098494049e+01
4.556454114577487781e-05 5.882463989278333187e+08 3.622556616782445360e+01
4.602294545624336611e-05 5.882275682378482819e+08 3.590236810235663967e+01
4.648596156585586278e-05 5.882087114080749750e+08 3.557873175787293718e+01
4.695363587184495422e-05 5.881898282898777723e+08 3.525465462663814264e+01
4.742601523822462554e-05 5.881709186838949919e+08 3.493013333077030325e+01
4.790314700048665166e-05 5.881519823397976160e+08 3.460516361824212339e+01
4.838507897034398858e-05 5.881330189567747116e+08 3.427974037136002039e+01
4.887185944052151718e-05 5.881140281843833923e+08 3.395385762148098507e+01
4.936353718959548810e-05 5.880950096236771345e+08 3.362750856852260029e+01
4.986016148688150485e-05 5.880759636914987564e+08 3.330070041121473423e+01
5.036178209737151977e-05 5.880569012886677980e+08 3.297362023268695452e+01
5.086844928672058802e-05 5.880377975717245340e+08 3.264584180735478469e+01
